234,66,mR2c-50-15,mR1c-50-15,mL3c-50-15,16.87,240
258,59,mR2c-50-15,mR1c-50-15,mL3c-50-15,16.95,246.5
289,51,mR2c-50-15,mR1c-50-15,mL3c-50-15,18.46,250
207,54,mR3c-50-15,sR3-50-33,sL2-50-33,20.22,247.2
229,61,mR3c-50-15,sR3-50-33,sL2-50-33,18.05,249.5
253,68,mR3c-50-15,sR3-50-33,sL2-50-33,16.29,252
281,79,mR3c-50-15,sR3-50-33,sL2-50-33,14.41,254.2
203,70,mR3c-50-15,mR3r-50-15,mR1c-50-15,18.48,237.2
228,75,mR3c-50-15,mR3r-50-15,mR1c-50-15,16.58,239.7
258,60,mR3c-50-15,mR3r-50-15,mR1c-50-15,16.9,246.2
279,56,mR3c-50-15,mR3r-50-15,mR1c-50-15,17.36,249.9
204,60,mL1t-50-15,sL1-50-33,mR2r-50-15,22.42,244.4
235,53,mL1t-50-15,sL1-50-33,mR2r-50-15,22.23,249.3
255,75,mL1t-50-15,sL1-50-33,mR2r-50-15,17.96,250.1
289,69,mL1t-50-15,sL1-50-33,mR2r-50-15,17.63,255.4
210,70,mL1t-50-15,mL2r-50-15,kL2-50-4,17.64,243.7
233,53,mL1t-50-15,mL2r-50-15,kL2-50-4,18.86,249.2
256,63,mL1t-50-15,mL2r-50-15,kL2-50-4,16.4,251.2
281,76,mL1t-50-15,mL2r-50-15,kL2-50-4,14.27,253
214,52,mL1t-50-15,mL3t-50-15,kR1-50-4,18.98,246.2
235,77,mL1t-50-15,mL3t-50-15,kR1-50-4,15.45,245.9
256,60,mL1t-50-15,mL3t-50-15,kR1-50-4,16.18,251
289,69,mL1t-50-15,mL3t-50-15,kR1-50-4,14.27,254.5
204,61,mL2t-50-15,kR1-50-4,mL1t-50-15,18.08,244.6
225,68,mL2t-50-15,kR1-50-4,mL1t-50-15,16.28,246.7
265,55,mL2t-50-15,kR1-50-4,mL1t-50-15,16.79,253.5
295,80,mL2t-50-15,kR1-50-4,mL1t-50-15,12.93,254.7
208,75,mL2t-50-15,mR2c-50-15,mR1r-50-15,17.7,238
232,62,mL2t-50-15,mR2c-50-15,mR1r-50-15,17.29,243.2
268,68,mL2t-50-15,mR2c-50-15,mR1r-50-15,15.39,245
298,55,mL2t-50-15,mR2c-50-15,mR1r-50-15,16.96,253.1
202,78,mL3t-50-15,sR2-50-33,mL1r-50-15,16.92,237.9
234,64,mL3t-50-15,sR2-50-33,mL1r-50-15,15.34,244.9
252,57,mL3t-50-15,sR2-50-33,mL1r-50-15,15.96,248.7
292,70,mL3t-50-15,sR2-50-33,mL1r-50-15,13.31,250
219,80,mL3t-50-15,mR3r-50-15,mL1t-50-15,16.92,241.4
248,66,mL3t-50-15,mR3r-50-15,mL1t-50-15,16.66,245
267,58,mL3t-50-15,mR3r-50-15,mL1t-50-15,17.25,250.6
295,51,mL3t-50-15,mR3r-50-15,mL1t-50-15,18.57,255.3
208,69,mR1t-50-15,sL2-50-33,sR1-50-33,18.59,244.2
241,74,mR1t-50-15,sL2-50-33,sR1-50-33,16.25,248.4
267,58,mR1t-50-15,sL2-50-33,sR1-50-33,16.4,254.7
299,51,mR1t-50-15,sL2-50-33,sR1-50-33,16.98,259.9
215,79,mR1t-50-15,mL2r-50-15,mR1t-50-15,16.96,237.6
235,66,mR1t-50-15,mL2r-50-15,mR1t-50-15,16.32,242.5
255,51,mR1t-50-15,mL2r-50-15,mR1t-50-15,18.17,247.8
287,62,mR1t-50-15,mL2r-50-15,mR1t-50-15,15.19,249.9
202,71,mR1t-50-15,mL3t-50-15,mL3r-50-15,18.31,237.1
230,79,mR1t-50-15,mL3t-50-15,mL3r-50-15,16.29,239.5
258,57,mR1t-50-15,mL3t-50-15,mL3r-50-15,17.4,245
284,60,mR1t-50-15,mL3t-50-15,mL3r-50-15,16.2,250
208,53,mR2t-50-15,kL3-50-4,mL2t-50-15,19.73,245
241,62,mR2t-50-15,kL3-50-4,mL2t-50-15,16.96,248.5
267,79,mR2t-50-15,kL3-50-4,mL2t-50-15,14.51,249.7
288,72,mR2t-50-15,kL3-50-4,mL2t-50-15,14.36,253.5
206,63,mR2t-50-15,mR2c-50-15,sR2-50-33,17.05,240
231,51,mR2t-50-15,mR2c-50-15,sR2-50-33,17.75,247.2
253,78,mR2t-50-15,mR2c-50-15,sR2-50-33,13.76,245.5
276,68,mR2t-50-15,mR2c-50-15,sR2-50-33,13.79,250
202,67,mR3t-50-15,sR3-50-33,sR2-50-33,15.64,242
226,79,mR3t-50-15,sR3-50-33,sR2-50-33,14.05,243
265,53,mR3t-50-15,sR3-50-33,sR2-50-33,14.79,252
293,63,mR3t-50-15,sR3-50-33,sR2-50-33,12.76,253.5
209,67,mR3t-50-15,mR3r-50-15,kL1-50-4,17.77,240
239,74,mR3t-50-15,mR3r-50-15,kL1-50-4,15.65,244.5
268,50,mR3t-50-15,mR3r-50-15,kL1-50-4,18.63,253
297,60,mR3t-50-15,mR3r-50-15,kL1-50-4,15.81,255
207,55,sL1-50-33,sL3-50-33,sR1-50-33,23.58,247.9
231,53,sL1-50-33,sL3-50-33,sR1-50-33,22.76,251.9
267,59,sL1-50-33,sL3-50-33,sR1-50-33,20.09,256.9
286,76,sL1-50-33,sL3-50-33,sR1-50-33,17.18,258.4
211,50,sL1-50-33,mL3r-50-15,sR3-50-33,22.97,247.2
227,66,sL1-50-33,mL3r-50-15,sR3-50-33,19.7,247.2
266,79,sL1-50-33,mL3r-50-15,sR3-50-33,16.94,251.1
278,58,sL1-50-33,mL3r-50-15,sR3-50-33,18.85,256.1
208,50,sL1-50-33,mR1t-50-15,kL1-50-4,23.64,247
237,67,sL1-50-33,mR1t-50-15,kL1-50-4,19.56,249.1
268,59,sL1-50-33,mR1t-50-15,kL1-50-4,19.39,254.7
294,79,sL1-50-33,mR1t-50-15,kL1-50-4,16.09,255.9
207,68,sL2-50-33,kR2-50-4,kL3-50-4,19.8,246.2
237,74,sL2-50-33,kR2-50-4,kL3-50-4,17.66,250.2
260,59,sL2-50-33,kR2-50-4,kL3-50-4,18.56,255.9
294,51,sL2-50-33,kR2-50-4,kL3-50-4,19.65,261.7
200,62,sL2-50-33,mR3c-50-15,sR2-50-33,20.09,243.2
238,53,sL2-50-33,mR3c-50-15,sR2-50-33,19.32,250.4
264,71,sL2-50-33,mR3c-50-15,sR2-50-33,16.02,251.2
299,78,sL2-50-33,mR3c-50-15,sR2-50-33,14.34,255.2
209,55,sL3-50-33,kL1-50-4,mL3c-50-15,21.38,246.3
234,71,sL3-50-33,kL1-50-4,mL3c-50-15,18.1,247.6
272,62,sL3-50-33,kL1-50-4,mL3c-50-15,17.83,254.5
293,79,sL3-50-33,kL1-50-4,mL3c-50-15,15.18,255
201,51,sL3-50-33,mL1c-50-15,mR1c-50-15,22.67,243
